session,predicted_company,ensemble_score,n_headlines,score_margin,split
1000,Yorval Partners,0.4099406718282565,3,0.025269687917568617,public_test
1001,Jorvis Fuels,0.7336508387696481,4,0.18893530588364227,public_test
1002,Plevik Energy,0.5610663229836086,2,0.7108944255770115,public_test
1003,Plevep Power,1.1996651413627157,5,0.9150986235184582,public_test
1004,Talvix Holdings,1.039981929954841,5,0.7807439324452208,public_test
1005,Relvos Biosciences,1.1366736643960382,3,1.1270487483238814,public_test
1006,Krevan Investments,0.8601717253656401,6,0.6389744115392306,public_test
1007,Joval Brands,1.0241878524214585,2,1.3567099330310173,public_test
1008,Zelvon Biosciences,0.6407838386801827,6,0.6461431681854333,public_test
1009,Wyrnik Sciences,0.4148603256435135,1,0.6939399598779475,public_test
1010,Dralol Computing,0.8735258392139849,4,0.42879693229269983,public_test
1011,Wrelal Financial,0.8124013673389523,4,0.16566457995639272,public_test
1012,Pleven Trading,0.49497436729062855,3,0.9899487345812572,public_test
1013,Pleven Trading,1.114172970814773,4,1.5006502138996436,public_test
1014,Yorval Partners,1.1354873405137496,4,0.8877678502570961,public_test
1015,Zrovex Industries,0.31561143036686934,3,0.06651653743401303,public_test
1016,Relvon Fuels,0.8024601512616576,1,0.7131882659588468,public_test
1017,Zrovum Biopharma,1.1042952811341267,4,1.3898859352177844,public_test
1018,Zelvix Therapeutics,1.137841797459174,6,1.6240144683465618,public_test
1019,Xovol Goods,1.0220135978910876,5,1.277338064327473,public_test
1020,Creven Securities,0.9814777483552397,3,0.72214503599941,public_test
1021,Holtar Stores,1.0350097730295733,5,1.3611121087063978,public_test
1022,Urvel Grid,0.6584192294106109,3,0.39913611491233136,public_test
1023,Jorvyl Securities,0.5728502861821889,1,0.46949248157089535,public_test
1024,Plevyl Advisors,0.7000992457951438,2,0.8900219015822641,public_test
1025,Orevex Renewables,1.0679770146415217,4,0.8114461137755932,public_test
1026,Frelex Outlets,0.7264190266386279,6,0.6453939237188157,public_test
1027,Ervan Capital,0.8165257485009996,4,0.79296303127354,public_test
1028,Zelval Energy,0.9581294623474108,3,0.7677658177192128,public_test
1029,Nolvol Resources,0.8394079693277726,2,1.030268864388002,public_test
1030,Krevum Pharmaceuticals,1.107108667836104,4,0.9536865897286293,public_test
1031,Jorvyl Securities,0.9790110778514611,4,0.8187372876019336,public_test
1032,Xelvol Biotech,0.66434964821593,4,0.2212358707408545,public_test
1033,Ixenix Technologies,0.5742493647340202,1,0.01244465359543212,public_test
1034,Relvon Fuels,0.8495923819825417,1,1.217308754947338,public_test
1035,Grevel Diagnostics,0.7439587138191024,3,0.660414967038571,public_test
1036,Joval Brands,0.4242652548750556,5,0.8485305097501112,public_test
1037,Holtum Asset,0.3896838292384385,5,0.08558051711723336,public_test
1038,Ixenis Outlets,0.9870817820969222,3,1.0990063517990154,public_test
1039,Pleven Trading,0.7911333219022059,2,0.531951993609773,public_test
1040,Dralol Computing,1.2799548096616555,5,1.1696105921582771,public_test
1041,Nolvol Resources,0.4874965544083998,2,0.5191717603182172,public_test
1042,Yorval Partners,0.7216989021726976,1,0.14347604710887674,public_test
1043,Varvov Retail,0.6233426789939607,1,0.37487296554552746,public_test
1044,Nolvav Commerce,0.6844536266937346,1,0.8591287907363666,public_test
1045,Calvos Genomics,0.5185055257184185,6,0.4296725524078014,public_test
1046,Jorvix Diagnostics,0.5494600282609386,3,0.01602486765062372,public_test
1047,Brevep Systems,0.3552079264966451,2,0.09823592993158575,public_test
1048,Plevum Partners,0.6481755251948568,3,0.13156596599413617,public_test
1049,Krevum Pharmaceuticals,0.8950300033109528,1,0.9476934618817037,public_test
1050,Zelval Energy,0.539494876064458,2,0.7228264273477479,public_test
1051,Volval Devices,0.7577616653975846,5,0.7357680686292745,public_test
1052,Pleven Trading,0.5341124789311071,5,0.40287203387631854,public_test
1053,Frelol Software,0.5873388717429922,3,0.43234995548811395,public_test
1054,Halvix Holdings,0.5615162913026261,1,0.7493619283954724,public_test
1055,Orevar Marketplace,0.8677319131924194,1,0.9090166346999865,public_test
1056,Nerval Biopharma,0.46196068642329163,3,0.16655547050232544,public_test
1057,Jorval Trading,0.6195351213933629,4,0.11778182707309648,public_test
1058,Jovor Networks,1.2030930874639716,6,1.252361944992026,public_test
1059,Krevan Investments,1.1569221795763913,6,1.1260147909244747,public_test
1060,Strynal Industries,0.621338984710668,2,0.4482017727369178,public_test
1061,Halvix Holdings,0.487585259079042,2,0.7132494875669311,public_test
1062,Dralol Computing,0.8421437783099979,2,0.432012232012891,public_test
1063,Pleven Trading,0.6058371453532376,3,0.14807719831159133,public_test
1064,Relvan Software,0.2664927679488023,2,0.024144095722946846,public_test
1065,Zelvel Capital,0.8135309849883597,2,0.8171195818440095,public_test
1066,Xovep Stores,0.8313018021915,3,0.2593533041332421,public_test
1067,Nerval Biopharma,0.6323197341338752,3,0.521895276591174,public_test
1068,Zrovum Biopharma,0.7996870722273219,1,0.45836614327753533,public_test
1069,Strynal Industries,0.3580090213373954,3,0.8355574997123352,public_test
1070,Brevep Systems,0.790745684079633,3,0.5083673848752124,public_test
1071,Prynis Systems,0.8628569241344087,4,0.30785715074028996,public_test
1072,Talvyn Goods,0.418737320315199,1,0.2397637524784915,public_test
1073,Strynal Industries,0.8735037273834313,2,0.3897619113257042,public_test
1074,Orevov Solutions,1.0380606142077027,3,1.5084207103347969,public_test
1075,Kelvos Resources,0.7815424802940384,2,0.8613647185343298,public_test
1076,Talvix Holdings,1.2291237646827933,4,1.483395971307324,public_test
1077,Orevov Solutions,0.5536288989383579,4,0.24586286317071254,public_test
1078,Jorval Trading,0.638989614580388,3,0.12294701457107893,public_test
1079,Calvos Genomics,1.1700192871932864,4,1.053185797176362,public_test
1080,Calvis Sciences,0.8944385371795214,7,0.3436300713321584,public_test
1081,Crevol Retail,0.9360364586455063,2,0.7053971557908741,public_test
1082,Urvel Grid,0.635237687346204,6,0.24626509439833144,public_test
1083,Jovor Networks,0.2662276771198953,3,0.0016200655110908402,public_test
1084,Holtum Asset,0.6996569839528625,1,0.6345520088759181,public_test
1085,Yorven Labs,0.4947627190295082,3,0.35214345497610355,public_test
1086,Xelvol Biotech,0.6570193066689124,1,0.4138090110791407,public_test
1087,Zrovov Advisors,0.6211350905823556,3,0.3449847735841588,public_test
1088,Yorven Labs,1.1380048420412952,3,1.1769442495104596,public_test
1089,Halvix Holdings,0.7071064182704,3,1.4142128365408,public_test
1090,Frelis Genomics,0.5713053202634546,4,0.37610675101656127,public_test
1091,Nolvol Resources,0.6368400168794236,4,0.2546655248217731,public_test
1092,Plevyl Advisors,0.7949674011959962,1,0.6469790699652528,public_test
1093,Krevum Pharmaceuticals,0.46720051834662624,3,0.5476715161665429,public_test
1094,Kelvos Resources,1.0742437152826088,5,0.8744491801855308,public_test
1095,Varvov Retail,0.35794354150199087,2,0.27635012246553264,public_test
1096,Plevep Power,0.7120324545069151,3,0.6280577020226299,public_test
1097,Frelis Genomics,0.9092037870464375,2,0.7251951341486971,public_test
1098,Varvov Retail,1.0966240803615979,6,0.941718992987237,public_test
1099,Halven Investments,0.6539708773713305,3,0.7964028497736813,public_test
1100,Yorven Labs,0.5953639292468665,4,0.676152799590283,public_test
1101,Xelvol Biotech,0.4650335161696758,2,0.4973390320104837,public_test
1102,Yorvov Pharmaceuticals,0.23655324891284787,4,0.16068542422391197,public_test
1103,Pleven Trading,0.9194379001104057,5,0.8877443751151848,public_test
1104,Nerval Biopharma,0.3249239564930357,3,0.03908270286053478,public_test
1105,Kelvos Resources,0.43299809184219,3,0.06147870521519011,public_test
1106,Zelvel Capital,0.48085601944634343,1,0.3116703812536836,public_test
1107,Myrnon Therapeutics,0.8147980310052676,3,0.7283291721522712,public_test
1108,Joval Brands,0.42161380602244103,1,0.4528080888254782,public_test
1109,Xovol Goods,0.5614547521049272,1,0.6238572867671343,public_test
1110,Orevov Solutions,0.4242640181826085,3,0.8485280363652169,public_test
1111,Kelvik Power,0.9342547260771147,4,0.41773923899051724,public_test
1112,Strynal Industries,0.7786872800036928,1,0.7126966892126855,public_test
1113,Crevol Retail,0.6510001017448162,5,0.13865248846539557,public_test
1114,Wyrnor Solutions,1.2735272669408315,5,1.3759104943553744,public_test
1115,Wyrnor Solutions,0.7053444878872919,3,0.8941464436161339,public_test
1116,Orevex Renewables,0.7061023898273767,2,0.08745088815435975,public_test
1117,Grevel Diagnostics,0.7106258469918483,3,0.5201081294883332,public_test
1118,Relvon Fuels,0.3554475192110887,3,0.1442434714265039,public_test
1119,Joval Brands,0.7071055807762922,9,1.4142111615525848,public_test
1120,Joval Brands,0.737827607510829,2,0.5824877813358075,public_test
1121,Jorval Trading,0.5652355258600961,1,0.2108142959155297,public_test
1122,Yorval Partners,1.1218831642825648,5,1.5344392566227776,public_test
1123,Nolvol Resources,0.06809498467400138,3,0.09862544497185682,public_test
1124,Xovep Stores,0.7870325152763318,3,0.21903390455281113,public_test
1125,Nerven Grid,0.8668299235532744,4,0.39809223072302374,public_test
1126,Yorvov Pharmaceuticals,0.5700949380224272,3,0.15218546588028475,public_test
1127,Crevex Labs,0.5813478566042284,5,0.28225739421059787,public_test
1128,Orevar Marketplace,0.2583701508221935,2,0.06951026449203593,public_test
1129,Wyrnor Solutions,0.5303289738594816,3,1.0606579477189633,public_test
1130,Ixenix Technologies,0.7947108519066045,5,0.810175827871171,public_test
1131,Halvix Holdings,0.7936352705100254,6,0.06883461260672019,public_test
1132,Orevar Marketplace,0.8412652997988945,1,1.0573748834756034,public_test
1133,Calvos Genomics,0.6901088103479329,4,0.09988709919033223,public_test
1134,Arnik Commerce,1.2097749574293577,5,1.2871707393439895,public_test
1135,Jorvyl Securities,0.7882735752401197,2,0.7334447638828423,public_test
1136,Kelvos Resources,0.9844915155318049,4,0.6463763182801072,public_test
